Section,Subsection,LINK,SNO,FirstLine
পূজা,,RabindranathTagore_Songs_Puja#৪২৭--অমৃতের-সাগরে-আমি-যাব-যাব-রে,৪২৭,অমৃতের সাগরে আমি যাব যাব রে
পূজা,,RabindranathTagore_Songs_Puja#৪২৮--কার-মিলন-চাও-বিরহী,৪২৮,কার মিলন চাও বিরহী
পূজা,,RabindranathTagore_Songs_Puja#৪২৯--তোমা-লাগি-নাথ-জাগি-জাগি-হে,৪২৯,তোমা লাগি নাথ জাগি জাগি হে
পূজা,,RabindranathTagore_Songs_Puja#৪৩০--মোরে-বারে-বারে-ফিরালে,৪৩০,মোরে বারে বারে ফিরালে
পূজা,,RabindranathTagore_Songs_Puja#৪৩১--কোথা-হতে-বাজে-প্রেমবেদনা-রে,৪৩১,কোথা হতে বাজে প্রেমবেদনা রে
পূজা,,RabindranathTagore_Songs_Puja#৪৩২--নিকটে-দেখিব-তোমারে-করেছি-বাসনা-মনে,৪৩২,নিকটে দেখিব তোমারে করেছি বাসনা মনে
পূজা,,RabindranathTagore_Songs_Puja#৪৩৩--তোমার-দেখা-পাব-বলে-এসেছি-যে-সখা,৪৩৩,তোমার দেখা পাব ব’লে এসেছি-যে সখা
পূজা,,RabindranathTagore_Songs_Puja#৪৩৪--ঘোর-দুঃখে-জাগিনু-ঘনঘোরা-যামিনী,৪৩৪,ঘোর দুঃখে জাগিনু ঘনঘোরা যামিনী
পূজা,,RabindranathTagore_Songs_Puja#৪৩৫--এ-পরবাসে-রবে-কে-হায়,৪৩৫,এ পরবাসে রবে কে হায়
পূজা,,RabindranathTagore_Songs_Puja#৪৩৬--এখনো-আঁধার-রয়েছে-হে-নাথ,৪৩৬,এখনো আঁধার রয়েছে হে নাথ
পূজা,,RabindranathTagore_Songs_Puja#৪৩৭--ব্যাকুল-প্রাণ-কোথা-সুদূরে-ফিরে,৪৩৭,ব্যাকুল প্রাণ কোথা সুদূরে ফিরে
পূজা,,RabindranathTagore_Songs_Puja#৪৩৮--শূন্য-প্রাণ-কাঁদে-সদা-প্রাণেশ্বর,৪৩৮,শূন্য প্রাণ কাঁদে সদা প্রাণেশ্বর
পূজা,,RabindranathTagore_Songs_Puja#৪৩৯--সুখহীন-নিশিদিন-পরাধীন-হয়ে-ভ্রমিছ-দীনপ্রাণে,৪৩৯,সুখহীন নিশিদিন পরাধীন হয়ে ভ্রমিছ দীনপ্রাণে
পূজা,,RabindranathTagore_Songs_Puja#৪৪০--দূরে-কোথায়-দূরে-দূরে,৪৪০,দূরে কোথায় দূরে দূরে
পূজা,,RabindranathTagore_Songs_Puja#৪৪১--পিপাসা-হায়-নাহি-মিটিল-নাহি-মিটিল,৪৪১,পিপাসা হায় নাহি মিটিল নাহি মিটিল
পূজা,,RabindranathTagore_Songs_Puja#৪৪২--দিন-যায়-রে-দিন-যায়-বিষাদে,৪৪২,দিন যায় রে দিন যায় বিষাদে
পূজা,,RabindranathTagore_Songs_Puja#৪৪৩--তোমা-হীন-কাটে-দিবস-হে-প্রভু,৪৪৩,তোমা-হীন কাটে দিবস হে প্রভু
পূজা,,RabindranathTagore_Songs_Puja#৪৪৪--বর্ষ-গেল-বৃথা-গেল-কিছুই-করি-নি-হায়,৪৪৪,বর্ষ গেল বৃথা গেল কিছুই করি নি হায়
পূজা,,RabindranathTagore_Songs_Puja#৪৪৫--কেমনে-ফিরিয়া-যাও-না-দেখি-তাঁহারে,৪৪৫,কেমনে ফিরিয়া যাও না দেখি তাঁহারে
পূজা,,RabindranathTagore_Songs_Puja#৪৪৬--কে-বসিলে-আজি-হৃদয়াসনে-ভুবনেশ্বর-প্রভু,৪৪৬,কে বসিলে আজি হৃদয়াসনে ভুবনেশ্বর প্রভু
পূজা,,RabindranathTagore_Songs_Puja#৪৪৭--অসীম-কালসাগরে-ভুবন-ভেসে-চলেছে,৪৪৭,অসীম কালসাগরে ভুবন ভেসে চলেছে
পূজা,,RabindranathTagore_Songs_Puja#৪৪৮--ইচ্ছা-যবে-হবে-লইয়ো-পারে,৪৪৮,ইচ্ছা যবে হবে লইয়ো পারে
পূজা,,RabindranathTagore_Songs_Puja#৪৪৯--শুভ্র-আসনে-বিরাজ-অরুণছটামাঝে,৪৪৯,শুভ্র আসনে বিরাজ’ অরুণছটামাঝে
পূজা,,RabindranathTagore_Songs_Puja#৪৫০--পেয়েছি-অভয়পদ-আর-ভয়-কারে,৪৫০,পেয়েছি অভয়পদ আর ভয় কারে
পূজা,,RabindranathTagore_Songs_Puja#৪৫১--শুনেছে-তোমার-নাম-অনাথ-আতুর-জন,৪৫১,শুনেছে তোমার নাম অনাথ আতুর জন
পূজা,,RabindranathTagore_Songs_Puja#৪৫২--সত্য-মঙ্গল-প্রেমময়-তুমি-ধ্রুবজ্যোতি-তুমি-অন্ধকারে,৪৫২,সত্য মঙ্গল প্রেমময় তুমি ধ্রুবজ্যোতি তুমি অন্ধকারে
পূজা,,RabindranathTagore_Songs_Puja#৪৫৩--চিরবন্ধু-চিরনির্ভর-চিরশান্তি,৪৫৩,চিরবন্ধু চিরনির্ভর চিরশান্তি
পূজা,,RabindranathTagore_Songs_Puja#৪৫৪--বাঁচান-বাঁচি-মারেন-মরি,৪৫৪,বাঁচান বাঁচি মারেন মরি
পূজা,,RabindranathTagore_Songs_Puja#৪৫৫--সংসারে-কোনো-ভয়-নাহি-নাহি,৪৫৫,সংসারে কোনো ভয় নাহি নাহি
পূজা,,RabindranathTagore_Songs_Puja#৪৫৬--শক্তিরূপ-হেরো-তাঁর,৪৫৬,শক্তিরূপ হেরো তাঁর
পূজা,,RabindranathTagore_Songs_Puja#৪৫৭--শ্রান্ত-কেন-ওহে-পান্থ-পথপ্রান্তে-বসে-একি-খেলা,৪৫৭,শ্রান্ত কেন ওহে পান্থ পথপ্রান্তে বসে একি খেলা
পূজা,,RabindranathTagore_Songs_Puja#৪৫৮--গাও-বীণা-বীণা-গাও-রে,৪৫৮,গাও বীণা বীণা গাও রে
পূজা,,RabindranathTagore_Songs_Puja#৪৫৯--কে-রে-ওই-ডাকিছে,৪৫৯,কে রে ওই ডাকিছে
পূজা,,RabindranathTagore_Songs_Puja#৪৬০--মন্দিরে-মম-কে-আসিলে-হে,৪৬০,মন্দিরে মম কে আসিলে হে
পূজা,,RabindranathTagore_Songs_Puja#৪৬১--একি-করুণা-করুণাময়,৪৬১,একি করুণা করুণাময়
পূজা,,RabindranathTagore_Songs_Puja#৪৬২--পেয়েছি-সন্ধান-তব-অন্তর্যামী-অন্তরে-দেখেছি-তোমারে,৪৬২,পেয়েছি সন্ধান তব অন্তর্যামী অন্তরে দেখেছি তোমারে॥
পূজা,,RabindranathTagore_Songs_Puja#৪৬৩--আমার-হৃদয়সমুদ্রতীরে-কে-তুমি-দাঁড়ায়ে,৪৬৩,আমার হৃদয়সমুদ্রতীরে কে তুমি দাঁড়ায়ে
পূজা,,RabindranathTagore_Songs_Puja#৪৬৪--জননী-তোমার-করুণ-চরণখানি,৪৬৪,জননী তোমার করুণ চরণখানি
পূজা,,RabindranathTagore_Songs_Puja#৪৬৫--তিমিরদুয়ার-খোলো-এসো-এসো-নীরবচরণে,৪৬৫,তিমিরদুয়ার খোলো এসো এসো নীরবচরণে
পূজা,,RabindranathTagore_Songs_Puja#৪৬৬--তুমি-জাগিছ-কে,৪৬৬,তুমি জাগিছ কে
পূজা,,RabindranathTagore_Songs_Puja#৪৬৭--আজি-শুভ-শুভ্র-প্রাতে-কিবা-শোভা-দেখালে,৪৬৭,আজি শুভ শুভ্র প্রাতে কিবা শোভা দেখালে
পূজা,,RabindranathTagore_Songs_Puja#৪৬৮--ভক্তহৃদিবিকাশ-প্রাণবিমোহন,৪৬৮,ভক্তহৃদিবিকাশ প্রাণবিমোহন
পূজা,,RabindranathTagore_Songs_Puja#৪৬৯--বাণী-তব-ধায়-অনন্ত-গগনে-লোকে-লোকে,৪৬৯,বাণী তব ধায় অনন্ত গগনে লোকে লোকে
পূজা,,RabindranathTagore_Songs_Puja#৪৭০--প্রথম-আদি-তব-শক্তি,৪৭০,প্রথম আদি তব শক্তি
পূজা,,RabindranathTagore_Songs_Puja#৪৭১--শীতল-তব-পদছায়া-তাপহরণ-তব-সুধা,৪৭১,শীতল তব পদছায়া তাপহরণ তব সুধা
পূজা,,RabindranathTagore_Songs_Puja#৪৭২--হে-মহাপ্রবল-বলী,৪৭২,হে মহাপ্রবল বলী
পূজা,,RabindranathTagore_Songs_Puja#৪৭৩--জগতে-তুমি-রাজা-অসীম-প্রতাপ,৪৭৩,জগতে তুমি রাজা অসীম প্রতাপ
পূজা,,RabindranathTagore_Songs_Puja#৪৭৪--তুমি-ধন্য-ধন্য-হে-ধন্য-তব-প্রেম,৪৭৪,তুমি ধন্য ধন্য হে ধন্য তব প্রেম
পূজা,,RabindranathTagore_Songs_Puja#৪৭৫--তাঁহারে-আরতি-করে-চন্দ্র-তপন-দেব-মানব-বন্দে-চরণ,৪৭৫,তাঁহারে আরতি করে চন্দ্র তপন দেব মানব বন্দে চরণ
পূজা,,RabindranathTagore_Songs_Puja#৪৭৬--আনন্দলোকে-মঙ্গলালোকে-বিরাজ-সত্যসুন্দর,৪৭৬,আনন্দলোকে মঙ্গলালোকে বিরাজ সত্যসুন্দর॥
পূজা,,RabindranathTagore_Songs_Puja#৪৭৭--ওই-রে-তরী-দিল-খুলে,৪৭৭,ওই রে তরী দিল খুলে
পূজা,,RabindranathTagore_Songs_Puja#৪৭৮--আমি-কী-বলে-করিব-নিবেদন,৪৭৮,আমি কী ব’লে করিব নিবেদন
পূজা,,RabindranathTagore_Songs_Puja#৪৭৯--সংসার-যবে-মন-কেড়ে-লয়-জাগে-না-যখন-প্রাণ,৪৭৯,সংসার যবে মন কেড়ে লয় জাগে না যখন প্রাণ
পূজা,,RabindranathTagore_Songs_Puja#৪৮০--ওহে-জীবনবল্লভ-ওহে-সাধনদুর্লভ,৪৮০,ওহে জীবনবল্লভ ওহে সাধনদুর্লভ
পূজা,,RabindranathTagore_Songs_Puja#৪৮১--সবাই-যারে-সব-দিতেছে-তার-কাছে-সব-দিয়ে-ফেলি,৪৮১,সবাই যারে সব দিতেছে তার কাছে সব দিয়ে ফেলি
পূজা,,RabindranathTagore_Songs_Puja#৪৮২--আমার-যে-সব-দিতে-হবে-সে-তো-আমি-জানি,৪৮২,আমার যে সব দিতে হবে সে তো আমি জানি
পূজা,,RabindranathTagore_Songs_Puja#৪৮৩--আমি-দীন-অতি-দীন,৪৮৩,আমি দীন অতি দীন
পূজা,,RabindranathTagore_Songs_Puja#৪৮৪--কী-ভয়-অভয়ধামে-তুমি-মহারাজা-ভয়-যায়-তব-নামে,৪৮৪,কী ভয় অভয়ধামে তুমি মহারাজা ভয় যায় তব নামে
পূজা,,RabindranathTagore_Songs_Puja#৪৮৫--আনন্দ-রয়েছে-জাগি-ভুবনে-তোমার,৪৮৫,আনন্দ রয়েছে জাগি ভুবনে তোমার
পূজা,,RabindranathTagore_Songs_Puja#৪৮৬--সকল-ভয়ের-ভয়-যে-তারে-কোন্-বিপদে-কাড়বে,৪৮৬,সকল ভয়ের ভয় যে তারে কোন্‌ বিপদে কাড়বে
পূজা,,RabindranathTagore_Songs_Puja#৪৮৭--নয়ন-তোমারে-পায়-না-দেখিতে-রয়েছ-নয়নে-নয়নে,৪৮৭,নয়ন তোমারে পায় না দেখিতে রয়েছ নয়নে নয়নে
পূজা,,RabindranathTagore_Songs_Puja#৪৮৮--দয়া-দিয়ে-হবে-গো-মোর-জীবন-ধুতে,৪৮৮,দয়া দিয়ে হবে গো মোর জীবন ধুতে
পূজা,,RabindranathTagore_Songs_Puja#৪৮৯--এ-মণিহার-আমায়-নাহি-সাজে,৪৮৯,এ মণিহার আমায় নাহি সাজে
পূজা,,RabindranathTagore_Songs_Puja#৪৯০--যেথায়-থাকে-সবার-অধম-দীনের-হতে-দীন,৪৯০,যেথায় থাকে সবার অধম দীনের হতে দীন
পূজা,,RabindranathTagore_Songs_Puja#৪৯১--ওই-আসনতলের-মাটির-পরে-লুটিয়ে-রব,৪৯১,ওই আসনতলের মাটির ’পরে লুটিয়ে রব
পূজা,,RabindranathTagore_Songs_Puja#৪৯২--আমার-মাথা-নত-করে-দাও-হে-তোমার-চরণধুলার-তলে,৪৯২,আমার মাথা নত করে দাও হে তোমার চরণধুলার তলে
পূজা,,RabindranathTagore_Songs_Puja#৪৯৩--গরব-মম-হরেছ-প্রভু-দিয়েছ-বহু-লাজ,৪৯৩,গরব মম হরেছ প্রভু দিয়েছ বহু লাজ
পূজা,,RabindranathTagore_Songs_Puja#৪৯৪--ভয়-হয়-পাছে-তব-নামে-আমি-আমারে-করি-প্রচার-হে,৪৯৪,ভয় হয় পাছে তব নামে আমি আমারে করি প্রচার হে
পূজা,,RabindranathTagore_Songs_Puja#৪৯৫--আজি-প্রণমি-তোমারে-চলিব-নাথ-সংসারকাজে,৪৯৫,আজি প্রণমি তোমারে চলিব নাথ সংসারকাজে
পূজা,,RabindranathTagore_Songs_Puja#৪৯৬--যে-কেহ-মোরে-দিয়েছ-সুখ-দিয়েছ-তাঁরি-পরিচয়,৪৯৬,যে-কেহ মোরে দিয়েছ সুখ দিয়েছ তাঁরি পরিচয়
পূজা,,RabindranathTagore_Songs_Puja#৪৯৭--কে-জানিত-তুমি-ডাকিবে-আমারে-ছিলাম-নিদ্রামগন,৪৯৭,কে জানিত তুমি ডাকিবে আমারে ছিলাম নিদ্রামগন
পূজা,,RabindranathTagore_Songs_Puja#৪৯৮--জীবনে-আমার-যত-আনন্দ-পেয়েছি-দিবস-রাত,৪৯৮,জীবনে আমার যত আনন্দ পেয়েছি দিবস-রাত
পূজা,,RabindranathTagore_Songs_Puja#৪৯৯--আঁখিজল-মুছাইলে-জননী,৪৯৯,আঁখিজল মুছাইলে জননী
পূজা,,RabindranathTagore_Songs_Puja#৫০০--তোমারি-গেহে-পালিছ-স্নেহে-তুমি-ধন্য-ধন্য-হে,৫০০,তোমারি গেহে পালিছ স্নেহে তুমি ধন্য ধন্য হে
পূজা,,RabindranathTagore_Songs_Puja#৫০১--হৃদয়ে-হৃদয়-আসি-মিলে-যায়-যেথা,৫০১,হৃদয়ে হৃদয় আসি মিলে যায় যেথা
পূজা,,RabindranathTagore_Songs_Puja#৫০২--ফুল-বলে-ধন্য-আমি-মাটির-পরে,৫০২,ফুল বলে ধন্য আমি মাটির ’পরে
পূজা,,RabindranathTagore_Songs_Puja#৫০৩--নমি-নমি-চরণে,৫০৩,নমি নমি চরণে
পূজা,,RabindranathTagore_Songs_Puja#৫০৪--একটি-নমস্কারে-প্রভু-একটি-নমস্কারে,৫০৪,একটি নমস্কারে প্রভু একটি নমস্কারে
পূজা,,RabindranathTagore_Songs_Puja#৫০৫--তোমারি-নামে-নয়ন-মেলিনু-পুণ্যপ্রভাতে-আজি,৫০৫,তোমারি নামে নয়ন মেলিনু পুণ্যপ্রভাতে আজি
পূজা,,RabindranathTagore_Songs_Puja#৫০৬--অনিমেষ-আঁখি-সেই-কে-দেখেছে,৫০৬,অনিমেষ আঁখি সেই কে দেখেছে
পূজা,,RabindranathTagore_Songs_Puja#৫০৭--মম-অঙ্গনে-স্বামী-আনন্দে-হাসে,৫০৭,মম অঙ্গনে স্বামী আনন্দে হাসে
পূজা,,RabindranathTagore_Songs_Puja#৫০৮--আজি-মম-জীবনে-নামিছে-ধীরে,৫০৮,আজি মম জীবনে নামিছে ধীরে
পূজা,,RabindranathTagore_Songs_Puja#৫০৯--কেমনে-রাখিবি-তোরা-তাঁরে-লুকায়ে,৫০৯,কেমনে রাখিবি তোরা তাঁরে লুকায়ে
পূজা,,RabindranathTagore_Songs_Puja#৫১০--হে-নিখিলভারধারণ-বিশ্ববিধাতা,৫১০,হে নিখিলভারধারণ বিশ্ববিধাতা
পূজা,,RabindranathTagore_Songs_Puja#৫১১--দেবাধিদেব-মহাদেব,৫১১,দেবাধিদেব মহাদেব
পূজা,,RabindranathTagore_Songs_Puja#৫১২--দিন-ফুরালো-হে-সংসারী,৫১২,দিন ফুরালো হে সংসারী
পূজা,,RabindranathTagore_Songs_Puja#৫১৩--জরজর-প্রাণে-নাথ-বরিষন-করো-তব-প্রেমসুধা,৫১৩,জরজর প্রাণে নাথ বরিষন করো তব প্রেমসুধা
পূজা,,RabindranathTagore_Songs_Puja#৫১৪--কোথায়-তুমি-আমি-কোথায়,৫১৪,কোথায় তুমি আমি কোথায়
পূজা,,RabindranathTagore_Songs_Puja#৫১৫--সকল-গর্ব-দূর-করি-দিব,৫১৫,সকল গর্ব দূর করি দিব
পূজা,,RabindranathTagore_Songs_Puja#৫১৬--এই-লভিনু-সঙ্গ-তব-সুন্দর-হে-সুন্দর,৫১৬,এই লভিনু সঙ্গ তব সুন্দর হে সুন্দর
পূজা,,RabindranathTagore_Songs_Puja#৫১৭--সুন্দর-বটে-তব-অঙ্গদখানি-তারায়-তারায়-খচিত,৫১৭,সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত
পূজা,,RabindranathTagore_Songs_Puja#৫১৮--আলো-যে-আজ-গান-করে-মোর-প্রাণে-গো,৫১৮,আলো যে আজ গান করে মোর প্রাণে গো
পূজা,,RabindranathTagore_Songs_Puja#৫১৯--মোর-সন্ধ্যায়-তুমি-সুন্দরবেশে-এসেছ,৫১৯,মোর সন্ধ্যায় তুমি সুন্দরবেশে এসেছ
পূজা,,RabindranathTagore_Songs_Puja#৫২০--এই-তো-তোমার-আলোকধেনু-সূর্য-তারা-দলে-দলে,৫২০,এই তো তোমার আলোকধেনু সূর্য তারা দলে দলে
পূজা,,RabindranathTagore_Songs_Puja#৫২১--যদি-প্রেম-দিলে-না-প্রাণে,৫২১,যদি প্রেম দিলে না প্রাণে
পূজা,,RabindranathTagore_Songs_Puja#৫২২--মহারাজ-একি-সাজে-এলে-হৃদয়পুরমাঝে,৫২২,মহারাজ একি সাজে এলে হৃদয়পুরমাঝে
পূজা,,RabindranathTagore_Songs_Puja#৫২৩--হৃদয়শশী-হৃদিগগনে-উদিল-মঙ্গললগনে,৫২৩,হৃদয়শশী হৃদিগগনে উদিল মঙ্গললগনে
পূজা,,RabindranathTagore_Songs_Puja#৫২৪--আমারে-দিই-তোমার-হাতে,৫২৪,আমারে দিই তোমার হাতে
পূজা,,RabindranathTagore_Songs_Puja#৫২৫--কে-গো-অন্তরতর-সে,৫২৫,কে গো অন্তরতর সে
পূজা,,RabindranathTagore_Songs_Puja#৫২৬--এই-যে-তোমার-প্রেম-ওগো-হৃদয়হরণ,৫২৬,এই-যে তোমার প্রেম ওগো হৃদয়হরণ
পূজা,,RabindranathTagore_Songs_Puja#৫২৭--তোমারি-মধুর-রূপে-ভরেছ-ভুবন,৫২৭,তোমারি মধুর রূপে ভরেছ ভুবন
পূজা,,RabindranathTagore_Songs_Puja#৫২৮--লহো-লহো-তুলে-লহো-নীরব-বীণাখানি,৫২৮,লহো লহো তুলে লহো নীরব বীণাখানি
পূজা,,RabindranathTagore_Songs_Puja#৫২৯--ডাকিল-মোরে-জাগার-সাথি,৫২৯,ডাকিল মোরে জাগার সাথি
পূজা,,RabindranathTagore_Songs_Puja#৫৩০--ওহে-সুন্দর-মরি-মরি,৫৩০,ওহে সুন্দর মরি মরি
পূজা,,RabindranathTagore_Songs_Puja#৫৩১--তোমায়-চেয়ে-আছি-বসে-পথের-ধারে-সুন্দর-হে,৫৩১,তোমায় চেয়ে আছি বসে পথের ধারে সুন্দর হে
পূজা,,RabindranathTagore_Songs_Puja#৫৩২--তুমি-সুন্দর-যৌবনঘন-রসময়-তব-মূর্তি,৫৩২,তুমি সুন্দর যৌবনঘন রসময় তব মূর্তি
পূজা,,RabindranathTagore_Songs_Puja#৫৩৩--ওই-মরণের-সাগরপারে-চুপে-চুপে,৫৩৩,ওই মরণের সাগরপারে চুপে চুপে
পূজা,,RabindranathTagore_Songs_Puja#৫৩৪--ওগো-সুন্দর-একদা-কী-জানি-কোন্-পুণ্যের-ফলে,৫৩৪,ওগো সুন্দর একদা কী জানি কোন্‌ পুণ্যের ফলে
পূজা,,RabindranathTagore_Songs_Puja#৫৩৫--রুদ্রবেশে-কেমন-খেলা-কালো-মেঘের-ভ্রূকুটি,৫৩৫,রুদ্রবেশে কেমন খেলা কালো মেঘের ভ্রূকুটি
পূজা,,RabindranathTagore_Songs_Puja#৫৩৬--জাগে-নাথ-জোছনারাতে,৫৩৬,জাগে নাথ জোছনারাতে
পূজা,,RabindranathTagore_Songs_Puja#৫৩৭--সুন্দর-বহে-আনন্দমন্দানিল,৫৩৭,সুন্দর বহে আনন্দমন্দানিল
পূজা,,RabindranathTagore_Songs_Puja#৫৩৮--চিরদিবস-নব-মাধুরী-নব-শোভা-তব-বিশ্বে,৫৩৮,চিরদিবস নব মাধুরী নব শোভা তব বিশ্বে
পূজা,,RabindranathTagore_Songs_Puja#৫৩৯--একি-লাবণ্যে-পূর্ণ-প্রাণ-প্রাণেশ-হে,৫৩৯,একি লাবণ্যে পূর্ণ প্রাণ প্রাণেশ হে
পূজা,,RabindranathTagore_Songs_Puja#৫৪০--আজি-হেরি-সংসার-অমৃতময়,৫৪০,আজি হেরি সংসার অমৃতময়
পূজা,,RabindranathTagore_Songs_Puja#৫৪১--প্রভাতে-বিমল-আনন্দে-বিকশিত-কুসুমগন্ধে,৫৪১,প্রভাতে বিমল আনন্দে বিকশিত কুসুমগন্ধে
পূজা,,RabindranathTagore_Songs_Puja#৫৪২--এ-কী-সুগন্ধহিল্লোল-বহিল,৫৪২,এ কী সুগন্ধহিল্লোল বহিল
পূজা,,RabindranathTagore_Songs_Puja#৫৪৩--একি-এ-সুন্দর-শোভা-কী-মুখ-হেরি-এ,৫৪৩,একি এ সুন্দর শোভা কী মুখ হেরি এ
পূজা,,RabindranathTagore_Songs_Puja#৫৪৪--মধুর-রূপে-বিরাজ-হে-বিশ্বরাজ,৫৪৪,মধুর রূপে বিরাজ হে বিশ্বরাজ
পূজা,,RabindranathTagore_Songs_Puja#৫৪৫--রহি-রহি-আনন্দতরঙ্গ-জাগে,৫৪৫,রহি রহি আনন্দতরঙ্গ জাগে
পূজা,,RabindranathTagore_Songs_Puja#৫৪৬--আমি-কান-পেতে-রই-ও-আমার-আপন-হৃদয়গহন-দ্বারে-বারে-বারে,৫৪৬,আমি কান পেতে রই ও আমার আপন হৃদয়গহন-দ্বারে বারে বারে
পূজা,,RabindranathTagore_Songs_Puja#৫৪৭--আমি-তারেই-খুঁজে-বেড়াই-যে-রয়-মনে-আমার-মনে,৫৪৭,আমি তারেই খুঁজে বেড়াই যে রয় মনে আমার মনে
পূজা,,RabindranathTagore_Songs_Puja#৫৪৮--সে-যে-মনের-মানুষ-কেন-তারে-বসিয়ে-রাখিস-নয়নদ্বারে,৫৪৮,সে যে মনের মানুষ কেন তারে বসিয়ে রাখিস নয়নদ্বারে
পূজা,,RabindranathTagore_Songs_Puja#৫৪৯--আমার-প্রাণের-মানুষ-আছে-প্রাণে,৫৪৯,আমার প্রাণের মানুষ আছে প্রাণে
পূজা,,RabindranathTagore_Songs_Puja#৫৫০--আমার-মন-যখন-জাগলি-না-রে,৫৫০,আমার মন যখন জাগলি না রে
পূজা,,RabindranathTagore_Songs_Puja#৫৫১--আমি-তারেই-জানি-তারেই-জানি-আমায়-যে-জন-আপন-জানে,৫৫১,আমি তারেই জানি তারেই জানি আমায় যে জন আপন জানে
পূজা,,RabindranathTagore_Songs_Puja#৫৫২--জানি-জানি-তোমার-প্রেমে-সকল-প্রেমের-বাণী-মেশে,৫৫২,জানি জানি তোমার প্রেমে সকল প্রেমের বাণী মেশে
পূজা,,RabindranathTagore_Songs_Puja#৫৫৩--তোমার-খোলা-হাওয়া-লাগিয়ে-পালে-টুকরো-করে-কাছি,৫৫৩,তোমার খোলা হাওয়া লাগিয়ে পালে টুকরো করে কাছি
পূজা,,RabindranathTagore_Songs_Puja#৫৫৪--আমি-যখন-ছিলেম-অন্ধ,৫৫৪,আমি যখন ছিলেম অন্ধ
পূজা,,RabindranathTagore_Songs_Puja#৫৫৫--আমারে-পাড়ায়-পাড়ায়-খেপিয়ে-বেড়ায়-কোন্-খ্যাপা-সে,৫৫৫,আমারে পাড়ায় পাড়ায় খেপিয়ে বেড়ায় কোন্‌ খ্যাপা সে
পূজা,,RabindranathTagore_Songs_Puja#৫৫৬--মন-রে-ওরে-মন-তুমি-কোন্-সাধনার-ধন,৫৫৬,মন রে ওরে মন তুমি কোন্‌ সাধনার ধন
পূজা,,RabindranathTagore_Songs_Puja#৫৫৭--কোন্-আলোতে-প্রাণের-প্রদীপ-জ্বালিয়ে-তুমি-ধরায়-আস,৫৫৭,কোন্‌ আলোতে প্রাণের প্রদীপ জ্বালিয়ে তুমি ধরায় আস
পূজা,,RabindranathTagore_Songs_Puja#৫৫৮--আমারে-কে-নিবি-ভাই-সঁপিতে-চাই-আপনারে,৫৫৮,আমারে কে নিবি ভাই সঁপিতে চাই আপনারে
পূজা,,RabindranathTagore_Songs_Puja#৫৫৯--আমার-এই-পথ-চাওয়াতেই-আনন্দ,৫৫৯,আমার এই পথ-চাওয়াতেই আনন্দ
পূজা,,RabindranathTagore_Songs_Puja#৫৬০--হাওয়া-লাগে-গানের-পালে,৫৬০,হাওয়া লাগে গানের পালে
পূজা,,RabindranathTagore_Songs_Puja#৫৬১--পথ-দিয়ে-কে-যায়-গো-চলে,৫৬১,পথ দিয়ে কে যায় গো চলে
পূজা,,RabindranathTagore_Songs_Puja#৫৬২--এই-আসা-যাওয়ার-খেয়ার-কূলে-আমার-বাড়ি,৫৬২,এই আসা-যাওয়ার খেয়ার কূলে আমার বাড়ি
পূজা,,RabindranathTagore_Songs_Puja#৫৬৩--আমার-আর-হবে-না-দেরি,৫৬৩,আমার আর হবে না দেরি
পূজা,,RabindranathTagore_Songs_Puja#৫৬৪--পান্থ-তুমি-পান্থজনের-সখা-হে,৫৬৪,পান্থ তুমি পান্থজনের সখা হে
পূজা,,RabindranathTagore_Songs_Puja#৫৬৫--ওগো-পথের-সাথি-নমি-বারম্বার,৫৬৫,ওগো পথের সাথি নমি বারম্বার
পূজা,,RabindranathTagore_Songs_Puja#৫৬৬--অশ্রুনদীর-সুদূর-পারে-ঘাট-দেখা-যায়-তোমার-দ্বারে,৫৬৬,অশ্রুনদীর সুদূর পারে ঘাট দেখা যায় তোমার দ্বারে॥
পূজা,,RabindranathTagore_Songs_Puja#৫৬৭--পথিক-হে,৫৬৭,পথিক হে
পূজা,,RabindranathTagore_Songs_Puja#৫৬৮--এবার-রঙিয়ে-গেল-হৃদয়গগন-সাঁঝের-রঙে,৫৬৮,এবার রঙিয়ে গেল হৃদয়গগন সাঁঝের রঙে
পূজা,,RabindranathTagore_Songs_Puja#৫৬৯--হার-মানালে-গো-ভাঙিলে-অভিমান-হায়-হায়,৫৬৯,হার মানালে গো ভাঙিলে অভিমান হায় হায়
পূজা,,RabindranathTagore_Songs_Puja#৫৭০--আমার-পথে-পথে-পাথর-ছড়ানো,৫৭০,আমার পথে পথে পাথর ছড়ানো
পূজা,,RabindranathTagore_Songs_Puja#৫৭১--তুমি-হঠাৎ-হাওয়ায়-ভেসে-আসা-ধন,৫৭১,তুমি হঠাৎ-হাওয়ায় ভেসে-আসা ধন
পূজা,,RabindranathTagore_Songs_Puja#৫৭২--পথে-চলে-যেতে-যেতে-কোথা-কোন্খানে,৫৭২,পথে চলে যেতে যেতে কোথা কোন্‌খানে
পূজা,,RabindranathTagore_Songs_Puja#৫৭৩--আমার-ভাঙা-পথের-রাঙা-ধুলায়-পড়েছে-কার-পায়ের-চিহ্ন,৫৭৩,আমার ভাঙা পথের রাঙা ধুলায় পড়েছে কার পায়ের চিহ্ন
